n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,verbose,bootstrap_type,n_columns,n_features,Precedence
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.97287,0.829191,0.830392,0.048629,0.12202,0.121597,,,,1097.74,19260817.0,False,Bernoulli,15.0,14.0,69.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.974214,0.835019,0.837666,0.047409,0.119921,0.118961,,,,1143.42,19260817.0,False,Bernoulli,16.0,15.0,70.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.975249,0.835371,0.832298,0.046448,0.119793,0.120912,,,,1174.48,19260817.0,False,Bernoulli,17.0,16.0,71.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.978433,0.833885,0.838412,0.043357,0.120332,0.118687,,,,1212.58,19260817.0,False,Bernoulli,18.0,17.0,72.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.980799,0.833109,0.834738,0.040911,0.120613,0.120029,,,,1276.1,19260817.0,False,Bernoulli,19.0,18.0,73.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.980741,0.834161,0.834111,0.040972,0.120232,0.120257,,,,1316.83,19260817.0,False,Bernoulli,20.0,19.0,74.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.981955,0.835469,0.839083,0.039659,0.119757,0.118441,,,,1418.1,19260817.0,False,Bernoulli,21.0,20.0,75.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.981801,0.833313,0.834571,0.039828,0.120539,0.12009,,,,1549.31,19260817.0,False,Bernoulli,22.0,21.0,76.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.982649,0.829703,0.832207,0.038889,0.121838,0.120945,,,,1487.35,19260817.0,False,Bernoulli,23.0,22.0,77.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.983573,0.8293,0.829046,0.03784,0.121982,0.122079,,,,1552.16,19260817.0,False,Bernoulli,24.0,23.0,78.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.98389,0.83256,0.833645,0.037473,0.120811,0.120426,,,,1597.74,19260817.0,False,Bernoulli,25.0,24.0,79.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.983296,0.829059,0.831,0.038157,0.122068,0.121379,,,,1710.01,19260817.0,False,Bernoulli,26.0,25.0,80.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.98429,0.830909,0.831068,0.037005,0.121405,0.121355,,,,1719.95,19260817.0,False,Bernoulli,27.0,26.0,81.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.985702,0.829508,0.831398,0.035303,0.121907,0.121236,,,,1805.58,19260817.0,False,Bernoulli,28.0,27.0,82.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.987294,0.826202,0.825692,0.033279,0.123083,0.123271,,,,1875.73,19260817.0,False,Bernoulli,29.0,28.0,83.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.987437,0.824487,0.828386,0.033092,0.123689,0.122314,,,,1802.56,19260817.0,False,Bernoulli,30.0,29.0,84.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.98871,0.829985,0.830159,0.03137,0.121737,0.121681,,,,1848.31,19260817.0,False,Bernoulli,31.0,30.0,85.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.987194,0.824391,0.830519,0.033409,0.123723,0.121552,,,,1880.26,19260817.0,False,Bernoulli,32.0,31.0,86.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.988026,0.823633,0.825622,0.032306,0.12399,0.123295,,,,1929.45,19260817.0,False,Bernoulli,33.0,32.0,87.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.988712,0.82094,0.824854,0.031367,0.124933,0.123567,,,,1985.14,19260817.0,False,Bernoulli,34.0,33.0,88.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.989471,0.822907,0.827718,0.030295,0.124245,0.122552,,,,2032.87,19260817.0,False,Bernoulli,35.0,34.0,89.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.988844,0.823691,0.825837,0.031184,0.123969,0.123219,,,,2079.28,19260817.0,False,Bernoulli,36.0,35.0,90.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.989729,0.823604,0.823282,0.02992,0.124,0.12412,,,,2081.18,19260817.0,False,Bernoulli,37.0,36.0,91.0
200.0,2.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.816635,0.814868,0.81296,0.126424,0.127033,0.127693,,,,170.85,19260817.0,False,Bernoulli,11.0,10.0,92.0
200.0,4.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.852986,0.8407,0.839845,0.113201,0.117838,0.11816,,,,234.87,19260817.0,False,Bernoulli,11.0,10.0,93.0
200.0,4.0,0.7,0.85,64.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.852701,0.836878,0.840401,0.11331,0.119243,0.117955,,,,223.32,19260817.0,False,Bernoulli,11.0,10.0,94.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.85343,0.843953,0.84001,0.11303,0.116628,0.118099,,,,189.44,19260817.0,False,Bernoulli,11.0,10.0,95.0
200.0,4.0,0.7,0.55,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.855316,0.841586,0.84073,0.1123,0.11751,0.117833,,,,203.52,19260817.0,False,Bernoulli,11.0,10.0,96.0
200.0,4.0,0.7,0.7,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.855137,0.841607,0.841081,0.112369,0.117502,0.117703,,,,218.38,19260817.0,False,Bernoulli,11.0,10.0,97.0
200.0,4.0,0.7,1.0,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.855301,0.843753,0.842301,0.112306,0.116703,0.11725,,,,250.13,19260817.0,False,Bernoulli,11.0,10.0,98.0
200.0,4.0,0.4,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.850017,0.839611,0.835277,0.114338,0.11824,0.119833,,,,173.18,19260817.0,False,Bernoulli,11.0,10.0,99.0
200.0,4.0,0.55,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.852322,0.841415,0.839441,0.113456,0.117573,0.118309,,,,179.87,19260817.0,False,Bernoulli,11.0,10.0,100.0
200.0,4.0,0.85,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.853681,0.842934,0.840546,0.112933,0.117009,0.117901,,,,195.9,19260817.0,False,Bernoulli,11.0,10.0,101.0
200.0,4.0,1.0,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.853446,0.843888,0.84003,0.113023,0.116653,0.118092,,,,214.85,19260817.0,False,Bernoulli,11.0,10.0,102.0
25.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.680855,0.675665,0.680475,0.166787,0.168141,0.166899,,,,24.7,19260817.0,False,Bernoulli,11.0,10.0,103.0
50.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.759086,0.75297,0.754948,0.144911,0.146741,0.14616,,,,48.94,19260817.0,False,Bernoulli,11.0,10.0,104.0
100.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.815873,0.808198,0.809905,0.126686,0.129302,0.128732,,,,94.5,19260817.0,False,Bernoulli,11.0,10.0,105.0
200.0,4.0,0.7,0.4,256.0,0.1,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.850844,0.842593,0.839762,0.114022,0.117136,0.118191,,,,191.36,19260817.0,False,Bernoulli,11.0,10.0,106.0
200.0,4.0,0.7,0.4,256.0,1.0,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.844273,0.839161,0.836455,0.116507,0.118406,0.119404,,,,189.61,19260817.0,False,Bernoulli,11.0,10.0,107.0
200.0,4.0,0.7,0.4,256.0,0.01,0.001,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.537821,0.53429,0.538302,0.200713,0.201481,0.200622,,,,192.51,19260817.0,False,Bernoulli,11.0,10.0,108.0
200.0,4.0,0.7,0.4,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.704645,0.698631,0.701215,0.160451,0.162079,0.161391,,,,195.14,19260817.0,False,Bernoulli,11.0,10.0,109.0
200.0,4.0,0.7,0.4,256.0,0.01,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.464882,0.447305,0.455898,0.21597,0.219493,0.217791,,,,197.6,19260817.0,False,Bernoulli,11.0,10.0,110.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,['Effective Disposals'],0.44653042996227,0.418594,0.416199,0.418829,0.225118,0.225585,0.225088,,,,146.05,19260817.0,False,Bernoulli,1.0,0.0,111.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.479705,0.475256,0.481707,0.212958,0.21387,0.212563,,,,148.51,19260817.0,False,Bernoulli,2.0,1.0,112.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.572503,0.569854,0.576412,0.193035,0.193635,0.192164,,,,151.04,19260817.0,False,Bernoulli,3.0,2.0,113.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.687532,0.677853,0.682784,0.165034,0.167573,0.166294,,,,160.28,19260817.0,False,Bernoulli,4.0,3.0,114.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.700743,0.685999,0.687688,0.161507,0.165441,0.165004,,,,164.16,19260817.0,False,Bernoulli,5.0,4.0,115.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.74327,0.731235,0.73349,0.149592,0.153061,0.152425,,,,168.96,19260817.0,False,Bernoulli,6.0,5.0,116.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.76344,0.746664,0.749577,0.143595,0.148602,0.147753,,,,176.12,19260817.0,False,Bernoulli,7.0,6.0,117.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.78712,0.770671,0.773099,0.136219,0.141386,0.140643,,,,177.62,19260817.0,False,Bernoulli,8.0,7.0,118.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.825567,0.810636,0.811128,0.123306,0.128477,0.128317,,,,182.75,19260817.0,False,Bernoulli,9.0,8.0,119.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.848578,0.836741,0.838702,0.114885,0.119293,0.118581,,,,187.89,19260817.0,False,Bernoulli,10.0,9.0,120.0
200.0,4.0,0.7,0.4,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.854313,0.842745,0.84066,0.112689,0.117079,0.117859,,,,195.3,19260817.0,False,Bernoulli,12.0,11.0,121.0
